id,title,original_language,release_date,vote_average,vote_count,popularity,overview,genre_ids,adult,backdrop_path,poster_path
925280,Pretty Housekeeper 2: Kind Lady,ko,2021-04-30,5.0,1,5.783,"Ji-hee, who has a husband named Nam-soo, the company's CEO is spending her second year of marriage with a usually modest appearance. Nam-soo wants a child, but Ji-hee confirms that she is infertile. When Nam-soo finds out about this, he had an affair with Mi-yeong, a subordinate, and he decides to divorce her.",10749,False,,/vpgNplykbtcvRbCG5WjSgDLaupP.jpg
726152,The Ape Star,sv,2021-04-27,5.8,6,5.782,"The orphan Jonna is longing for a mother. One day, an old car stops outside the orphanage and out steps a gorilla that picks Jonna for adoption. It soon becomes clear that they have more things in common than they initially thought. When they start becoming a family, Tord from the local authorities shows up and threatens to send Jonna back to the orphanage.","16,10751",False,/bO053KzqSyWytfdZ2hxBzaoHHOc.jpg,/yS79gmCs1tzC89Bk1cHZBDrLPR9.jpg
889300,Love Me Instead,tr,2021-11-19,6.5,51,5.78,"Accompanied by a ward, a prisoner travels to his hometown to reconnect with his daughter and make amends, but a tragic truth mars his journey.",18,False,/2Xd8DERh3y4FxEO5fzlmB6PAG0I.jpg,/qkaQgCdWO0NAA790lgRbiIxNqhp.jpg
667705,Ang Babaeng Walang Pakiramdam,tl,2021-06-11,7.4,5,5.776,"Tasha is a woman diagnosed with Congenital Insensitivity to Pain. This condition makes her incapable of feeling pain – be it physical or emotional pain. And because of her condition, she also has no idea how love works. Until she meets Ngongo, a man with cleft palate. Ngongo becomes an instrument who made Tasha feel again, especially the joys of love and pains of heartache. And together, they experience an adventure that they will never forget.","28,35",False,/6GvrNyJTOReLNPkCISMkI362i65.jpg,/opaYbnUJsHioVRQSvtCc4saDg6j.jpg
853282,Housewive's Body Secrets,ko,2021-06-29,0.0,0,5.775,"Soo-hyeok and Yeon-ji are faithful couples. Although Soo-hyeok is faithful during the day, he wants to be rough at night, however, Yeon-ji is still faithful at night. Su-hyuk uses his junior In-seop to turn Yeon-ji into a hot woman. In-seop manipulates Yu-ri to defile Yeon-ji, but falls in love with Yeon-ji and covets her. Soo-hyeok is angry that Yeon-ji and In-seop slept. Soo-hyeok covets Yu-ri for revenge, but gets caught by his wife Yeon-ji, who declares her union with Yu-ri.  Soo-hyeok must reveal that Yu-ri is actually bisexual, not gay, to protect Yeon-ji. Soo-hyeok shows Yeon-ji a scene where In-seop and Yu-ri have sex. However, Yu-ri and In-seop's sex is not good enough. In-seop forcibly scurries Yu-ri at Soo-hyeok's order, and eventually runs to Yeon-ji when he finds out that Yeon-ji is disappointed in her. The two find a new gender identity.",18,False,/vAeLkuyEd8HtSnACM6uTqmGuePY.jpg,/yKZ8KQo5tmofar0UjpaozCrhRpP.jpg
768331,The Inner Cage,it,2021-10-14,7.098,250,5.775,"A prison drama where an old mobster and a prison guard must find a way to coexist so that imprisonment can become less so, and perhaps reveal the paradox that is behind the very concept of captivity.",18,False,/taO1S8cQ6Rf9eGb3VpRRWuNiF28.jpg,/fT8cjGXzdSUe8CV2tnfY4wVT6zX.jpg
764686,The Divide,fr,2021-10-27,6.6,147,5.761,"Raf and Julie, a couple on the verge of breaking up, find themselves in an emergency ward bordering on collapse on the evening of a Parisian Yellow Vest protest. Their encounter with Yann, an angry and injured demonstrator, will shatter each person's certainties and prejudices. Outside, the tension escalates.",18,False,/42WBk4jjcc1iEDATR502SOg7pno.jpg,/cqVOQH55iqIX3dRBoq0DoRpDXOf.jpg
870219,New York Ninja,en,2021-10-02,5.0,26,5.76,"After his wife is murdered, a man becomes a ninja to take revenge on her killers across the streets of New York, in this film that was originally abandoned in 1984 until it was discovered and completed by Vinegar Syndrome.","28,80",False,/7llc00qqXcWWaJiI8Nnddepc4gN.jpg,/wnfPBc79X8cPeQLAwASyzzG30XR.jpg
840611,Lee Su-geun: The Sense Coach,ko,2021-07-09,2.5,4,5.76,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",35,False,/bQGPwd4BVNG6YSBk9RHZBRKiXwB.jpg,/rMbyrwpIaU4cFSY4iH2AOz4KvLR.jpg
844530,The Judgement,nl,2021-09-02,6.9,28,5.756,"A Dutch TV journalist finds himself challenging the police, courts and media as he attempts to uncover the truth about the controversial 1999 Deventer murder case.","18,53",False,/9IuANz6AFiRApEIUqFjmItIypb7.jpg,/bmajnbYU1uRqokxo04p13CuPhX2.jpg
